# MHz S MA R 50
!   freq        S11              S21              S12              S22       
1282.727273  0.90449  -10.12  0.25002 -121.07  0.24998 -121.09  0.90462  -10.16
1302.929293  0.90420  -13.57  0.26203 -127.53  0.26201 -127.59  0.90412  -13.63
1323.131313  0.90215  -16.88  0.26569 -134.67  0.26584 -134.67  0.90201  -16.88
1343.333333  0.90214  -20.15  0.26046 -141.73  0.26061 -141.69  0.90268  -20.15
1363.535354  0.90226  -23.29  0.24865 -147.77  0.24866 -147.86  0.90217  -23.38
1383.737374  0.90319  -26.45  0.23495 -152.24  0.23485 -152.23  0.90340  -26.38
1403.939394  0.90488  -29.79  0.22178 -155.26  0.22170 -155.29  0.90480  -29.73
1424.141414  0.90693  -33.06  0.21182 -157.05  0.21196 -157.06  0.90692  -33.04
1444.343434  0.90671  -36.34  0.20480 -157.70  0.20471 -157.74  0.90691  -36.41
1464.545455  0.90866  -39.66  0.20213 -157.98  0.20217 -157.95  0.90849  -39.68
1484.747475  0.90923  -42.72  0.20449 -158.07  0.20439 -158.04  0.90925  -42.61
1504.949495  0.91055  -45.94  0.21191 -158.86  0.21183 -158.91  0.91018  -46.04
1525.151515  0.90923  -49.13  0.22357 -160.70  0.22351 -160.78  0.90881  -49.07
1545.353535  0.90551  -52.15  0.23742 -164.64  0.23737 -164.61  0.90564  -52.04
1565.555556  0.90429  -55.07  0.24897 -170.30  0.24850 -170.06  0.90041  -54.91
1585.757576  0.88351  -57.41  0.24989 -177.42  0.25025 -177.65  0.88331  -57.48
1605.959596  0.87532  -58.62  0.24131  176.13  0.24158  176.10  0.87540  -58.70
1626.161616  0.89083  -60.24  0.23017  171.38  0.23018  171.28  0.89097  -60.22
1646.363636  0.90216  -62.94  0.21680  167.45  0.21680  167.43  0.90205  -62.93
1666.565657  0.90924  -65.66  0.20322  165.17  0.20316  165.12  0.90908  -65.64
1686.767677  0.91108  -68.45  0.19258  164.19  0.19249  164.18  0.91217  -68.37
1706.969697  0.91557  -71.01  0.18657  164.39  0.18625  164.36  0.91623  -70.88
1727.171717  0.91686  -73.47  0.18476  164.79  0.18473  164.85  0.91736  -73.40
1747.373737  0.91831  -76.02  0.18687  164.88  0.18696  164.83  0.91886  -76.17
1767.575758  0.91948  -78.58  0.19280  164.19  0.19268  164.22  0.91973  -78.52
1787.777778  0.92341  -80.82  0.20083  162.58  0.20084  162.62  0.92241  -80.89
1807.979798  0.92293  -83.11  0.20980  159.62  0.20957  159.33  0.92305  -83.24
1828.181818  0.92352  -85.55  0.21619  155.04  0.21632  154.83  0.92479  -85.61
1848.383838  0.92303  -88.19  0.21784  149.66  0.21771  149.70  0.92254  -88.08
1868.585859  0.92083  -90.19  0.21239  145.01  0.21233  144.91  0.92080  -90.18
1888.787879  0.91866  -92.08  0.20450  140.82  0.20478  141.01  0.91915  -92.11
1908.989899  0.91698  -93.91  0.19681  138.08  0.19720  138.29  0.91727  -93.84
1929.191919  0.91721  -95.61  0.19000  136.34  0.19005  136.24  0.91735  -95.69
1949.393939  0.91582  -97.69  0.18376  134.62  0.18395  134.99  0.91648  -97.61
1969.595960  0.91721  -99.38  0.17906  134.40  0.17917  134.50  0.91720  -99.21
1989.797980  0.91973 -101.35  0.17879  134.62  0.17892  134.72  0.92009 -101.29
2010.000000  0.92016 -103.40  0.18334  134.14  0.18308  134.08  0.92080 -103.35
